,brand_name,key,appraisal_value,front_tag,status
469,vintage bulls rap tee,L8-ifmoj5k,250,https://s3.amazonaws.com/com.images.legiteem8/c78a9c7f-7e45-4eda-a16e-46e084f6c338-2023032718140%40blurHash%3DVUdFTE5tfUUwMFRKMH4wfU5HLUJIcj15XzNJb3hXeEZhaVNO.jpeg,1
470,Brockum,L8-ifke3ds,350,https://s3.amazonaws.com/com.images.legiteem8/965806aa-a86f-4369-8653-83f50e17a3ff-20230329225930%40blurHash%3DVU5GaHwsV0JYLXRSXit0N017V0ItO2FlaXdhZX5WeHVTTW9m.jpeg,1
471,Giant by Tultex,L8-tmp7i4w,610,https://s3.amazonaws.com/com.images.legiteem8/7a9a556f-0a70-4a8e-bec2-f993a19da17a-20230330184424%40blurHash%3DVUxKKmVsLjhfMnhdeHR4dSVNb3pfM3RSSVZvZX5xV0JJVW9M.jpeg,1
472,Stanley DeSantis,L8-564k9jn,150,https://s3.amazonaws.com/com.images.legiteem8/9cc1a42d-1028-4c3b-b5e2-09ea95ecd74a-202303309136.jpeg,1
473,Vintage Tupac Shakur Rap Tee Makaveli Against All Odds T-Shirt,L8-80cqea7,400,https://s3.amazonaws.com/com.images.legiteem8/8e2c8f0e-87ff-41fe-8895-ce7b99b01542-20230403192710%40blurHash%3DSmpGRmExb3p%2BcG9MP2Fmaw%3D%3D.jpeg,1
474,Brockum Worldwide,L8-2vu7ff0,350,https://s3.amazonaws.com/com.images.legiteem8/592799d9-4fbc-4fe1-a1ce-95395c85a976-20230403223457%40blurHash%3DSlJLeDl1JU1%2BcWpaTXtXQg%3D%3D.jpeg,0
475,Anvil,L8-hu8g0el,650,https://s3.amazonaws.com/com.images.legiteem8/11234bd5-a1d4-45c0-aaa6-703b572bafbd-202303314420%40blurHash%3DVVNLW2lCeGJEaGlfTDJidklUVkBQVSRrSW9XQXxLanV0UXNu.jpeg,1
476,Screen Stars Best,L8-3cduknk,800,https://s3.amazonaws.com/com.images.legiteem8/030b3789-e4a6-4235-8bca-2037b78826b8-2023040425327%40blurHash%3DSk9KWmlNP0l9W017RTFvTA%3D%3D.jpeg,1
477,Cut Off,L8-f1as1ke,500,https://s3.amazonaws.com/com.images.legiteem8/09762a07-1744-4788-a3d9-79344c06db06-2023033131547%40blurHash%3DVVFLKmcySDp5MSN1LHZzcU5aYkZhNiUxUmphaCQrbm1zOm9M.jpeg,1
478,Hanes,L8-fu3nm0d,75,https://s3.amazonaws.com/com.images.legiteem8/c8c30b61-41bd-45b1-a89f-34a2a1ee4b47-2023022515425.jpeg,1
479,Fruit of the Loom,L8-s23n4kf,225,https://s3.amazonaws.com/com.images.legiteem8/7bff3cbe-d2b3-452e-9b8c-c3f0aea5e049-2023022818200%40blurHash%3DVUhMb0tBXmp2TW9%2BflZPWFJRUi1ENG41T1lWQDpsSXA1bHMu.jpeg,1
480,Anvil,L8-8ca0val,150,https://s3.amazonaws.com/com.images.legiteem8/4b1ff4fc-d0c6-4ab2-ae8c-e45390190bed-20230407233347%40blurHash%3DSjZLMW1dfVswMHlyMDBuNA%3D%3D.jpeg,1
481,AAA,L8-m34f30r,350,https://s3.amazonaws.com/com.images.legiteem8/5cc8549d-03f4-4129-a3d8-6bc8a966e6c6-20230408122414%40blurHash%3DSlVFXyVDfT85XUVNMExFTQ%3D%3D.jpeg,1
482,Giant,L8-qwwmgu8,200,https://s3.amazonaws.com/com.images.legiteem8/e0746520-91fc-40b8-80a2-5a26e89fc1f4-20230408165750%40blurHash%3DSk5CeXtlb2Z%2BVlIqP2FSag%3D%3D.jpeg,1
483,Brockum,L8-m8np3fn,350,https://s3.amazonaws.com/com.images.legiteem8/64b0206a-64e0-4d29-80e0-e1552a586b3a-2023041045159.jpeg,1
484,Hanes,L8-9estgiq,95,https://s3.amazonaws.com/com.images.legiteem8/c13c765e-0c50-4537-906c-94ae5a3a14b8-202304114711%40blurHash%3DSjk5anY3eHV%2BWG9NMDBSKg%3D%3D.jpeg,1
485,Healthknit,L8-qwl3d8a,80,https://s3.amazonaws.com/com.images.legiteem8/322eed86-033a-4ea4-9ba9-d7adf140ba30-2023041135932%40blurHash%3DSmNFTUxEdDZ%2BcW9mP2FvZg%3D%3D.jpeg,1
486,Wild Oats,L8-5eiibdg,120,https://s3.amazonaws.com/com.images.legiteem8/b11f4676-b738-4461-b503-42290886e568-2023041134918%40blurHash%3DSlZKW0Z1dDZ%2BcCVMTV9Sag%3D%3D.jpeg,1
487,Fantasy ,L8-p3heb7h,60,https://s3.amazonaws.com/com.images.legiteem8/94435e59-3222-414d-87bd-c27b44927c4a-2023041141443%40blurHash%3DSmdGNjVAdDd%2BcG9lXzJmUA%3D%3D.jpeg,1
488,WWE John Cena Champion Wrestling Belt T Shirt,L8-sjh0rj4,35,https://s3.amazonaws.com/com.images.legiteem8/3ebe50af-b17b-4258-bd26-2c4e3194b6c8-20230411122221%40blurHash%3DSmlGJDZBLTl%2BOHh0eFdJVg%3D%3D.jpeg,1
489,Rat Fink and Mooneeyes 1995 Mother’s Worry T Shirt  ,L8-02tmjn0,100,https://s3.amazonaws.com/com.images.legiteem8/e5005cad-ca6a-400d-bc93-cea4cc81137c-20230411121653.jpeg,1
490,Rat Fink T Shirt,L8-5ipvwvn,75,https://s3.amazonaws.com/com.images.legiteem8/b5106a7d-9d38-4607-baed-7c6790d667f2-2023041112810%40blurHash%3DSlVCZzZbb0l%2BQW9lXklvTA%3D%3D.jpeg,1
491,Stanley DeSantis,L8-9hb7id6,250,https://s3.amazonaws.com/com.images.legiteem8/3fb85d63-a0f4-4fce-80d3-8a1e8bca40bf-20230411185018.jpeg,1
492,Fruit of the Loom Heavy,L8-n2ui2af,40,https://s3.amazonaws.com/com.images.legiteem8/027d1aaa-5d82-4db0-bd15-115f09496e78-20230411185457%40blurHash%3DSktCcHFqeHV%2BVWtDd1lNew%3D%3D.jpeg,1
493,Fruit of the Loom,L8-opol83u,100,https://s3.amazonaws.com/com.images.legiteem8/5770a245-572a-48b1-9da0-a8e4508600cc-2023041119549%40blurHash%3DSlhHKi46fkMuU0VmXzIlMg%3D%3D.jpeg,1
494,Space Jam,L8-42e3etp,100,https://s3.amazonaws.com/com.images.legiteem8/27e08447-aab1-4ab3-bac7-e41490a8bd2b-2023041052846%40blurHash%3DSjlCM0tGSVZ9W1MjMDJGYg%3D%3D.jpeg,1
495,Cronies,L8-ko4j1lj,400,https://s3.amazonaws.com/com.images.legiteem8/6f30c875-f76b-47ba-953f-0bf0a3128fb0-2023041122826%40blurHash%3DSkNHbEw7TXt%2BVVJpJHdSUA%3D%3D.jpeg,1
496,1993 marvel x-men mega AOP,L8-c03mm7a,350,https://s3.amazonaws.com/com.images.legiteem8/8df93cf1-ccc3-4b0a-b883-87fb76ef9fe9-20230411222318.jpeg,1
497,Fruit of the Loom,L8-djk2lce,100,https://s3.amazonaws.com/com.images.legiteem8/bdea33e9-d53f-4abc-ac6c-0987cc75f57e-2023041117040%40blurHash%3DSjVLMXdNTE5fMXdORCV0Ng%3D%3D.jpeg,1
498,Hanes Beefy T,L8-k4e885v,350,https://s3.amazonaws.com/com.images.legiteem8/478123f0-eebc-469e-9fd7-019996690ca1-20230411162947%40blurHash%3DSkZGWUcuQDsyejVtRG4sLg%3D%3D.jpeg,1
499,Hanes,L8-t4i98es,250,https://s3.amazonaws.com/com.images.legiteem8/c96c0be7-fdcd-4923-ac86-a42198a9389c-20230411184453%40blurHash%3DSjdHSC0qM1kwMH05MDB3ew%3D%3D.jpeg,1
500,Nirvana Blew,L8-5pj5ud0,800,https://s3.amazonaws.com/com.images.legiteem8/24ce4922-0c65-41c9-8b6b-711be33745e0-20230411145259%40blurHash%3DSkhDWW0tfkIwZzl1fXIlMQ%3D%3D.jpeg,1
501,Screen Stars,L8-jhkjm33,75,https://s3.amazonaws.com/com.images.legiteem8/9776909f-b496-48ef-81ad-6c1a1b864a1f-2023041224321%40blurHash%3DSkRBVE4zTkh%2BVklvczpFMg%3D%3D.jpeg,1
502,nirvana ,L8-56sl2kf,30,https://s3.amazonaws.com/com.images.legiteem8/cef29f6d-bdc2-4e59-8fc2-1f3d308cc6f9-20230412115740%40blurHash%3DSk1FQj9IfUAlMXQ2MHk5Ww%3D%3D.jpeg,1
503,Tultex,L8-t2m5qgr,125,https://s3.amazonaws.com/com.images.legiteem8/bb092add-aaf1-43a4-9bf7-7037d36b5a76-20230411223246%40blurHash%3DSklCMy5ddDd%2BcHQ2LW9qPw%3D%3D.jpeg,1
504,Hanes Ultraweight,L8-aed9lu9,500,https://s3.amazonaws.com/com.images.legiteem8/2a6c3b42-fff4-4c9c-8df5-3bc7d9971273-20230412194653%40blurHash%3DSklCcE9reGN%2BVk15Tlo0Og%3D%3D.jpeg,1
505,Hanes Ultraweight,L8-3kes6j3,350,https://s3.amazonaws.com/com.images.legiteem8/2128c632-da91-430f-8eb7-cf2270bd775c-2023041220912%40blurHash%3DSkFNfiU7K18wMH5BMF9%2BVQ%3D%3D.jpeg,1
506,90s Metallica ,L8-m9e2hh1,200,https://s3.amazonaws.com/com.images.legiteem8/abcb39c5-9dbd-43c1-a9c7-6fc69af382ab-20230412201829%40blurHash%3DSkNDJG9fOWR%2BVTU4fkFFMw%3D%3D.jpeg,1
507,1984 Kiss Animalize tour,L8-q46jikc,75,https://s3.amazonaws.com/com.images.legiteem8/7ce2cb91-75a3-4288-9399-f19d8deae7fe-20230412201243%40blurHash%3DSmFIZHNveEh%2BVVMkLVUkKg%3D%3D.jpeg,1
508,Bob Marley Rap Tee,L8-ss13enr,180,https://s3.amazonaws.com/com.images.legiteem8/8d6daadf-453b-4a6e-b410-3803c11b306a-20230411223856%40blurHash%3DSllEOWt2eHR%2BVnQ2P1pqPw%3D%3D.jpeg,1
509,Tennessee River,L8-93tglnq,200,https://s3.amazonaws.com/com.images.legiteem8/cafb10a0-b080-4e14-aa71-c65f9edc01dd-20230413231938%40blurHash%3DSmFJckVVXzR0Unhdb2VheQ%3D%3D.jpeg,1
510,Bay Club,L8-pq1k3aa,450,https://s3.amazonaws.com/com.images.legiteem8/18e358ec-3d4b-4141-ac59-cabf223f430f-20230413225649%40blurHash%3DSmNHWzFjcy5%2BQW9mLVNuJA%3D%3D.jpeg,1
511,Bay Club,L8-7vdh27e,900,https://s3.amazonaws.com/com.images.legiteem8/d084ff7a-5614-41ec-96f4-55f76e2c63e2-20230413221527%40blurHash%3DSlhHOFRFeHR%2BOG9mLVRXQg%3D%3D.jpeg,1
512,TOP,L8-d3d9hqm,1000,https://s3.amazonaws.com/com.images.legiteem8/37a378d0-ffa3-471f-b599-e935d3278c3e-20230413214835%40blurHash%3DSkFGIzpuPWYzcEFDfkMkUQ%3D%3D.jpeg,1
513,Bay Club,L8-dmo5aak,500,https://s3.amazonaws.com/com.images.legiteem8/f031e276-996e-4066-bd8e-63aa8d16e5a3-20230413212424%40blurHash%3DSkxGRjUyJCp%2BOXM5LVR3Xg%3D%3D.jpeg,1
514,Up in smoke rap tee,L8-a7mf77g,200,https://s3.amazonaws.com/com.images.legiteem8/2043448a-f5fd-4187-af65-826301e63fbb-2023041219581%40blurHash%3DSktCOkhVOXd9OkU1XmdFTg%3D%3D.jpeg,1
515,Dragon Ball Team Pic T-Shirt ,L8-eq9m4np,400,https://s3.amazonaws.com/com.images.legiteem8/7223e69e-3205-42cf-b01e-4578283efa54-20230411153849.jpeg,1
516,Screen Stars FOTL,L8-i9icl16,500,https://s3.amazonaws.com/com.images.legiteem8/8f978a47-d2e3-4a84-8f62-71cf5013b9ec-2023041421546%40blurHash%3DSkVFZk5sXXlCdEFKeFZyPQ%3D%3D.jpeg,1
517,Touch of Gold,L8-68huc3s,400,https://s3.amazonaws.com/com.images.legiteem8/af9eea5e-3a98-4347-9f29-d6e4b44a1f87-202304154367%40blurHash%3DSmJLSz06eHUlTVdVfnFvZg%3D%3D.jpeg,1
518,Giant by Tultex,L8-3fq7uha,180,https://s3.amazonaws.com/com.images.legiteem8/69845a6e-0095-42d2-9f5a-6be2306cf84d-20230415183141%40blurHash%3DSkNFTFR0fXQwMTB6QUp4cw%3D%3D.jpeg,0
519,Liquid Blue,L8-c1i0vem,300,https://s3.amazonaws.com/com.images.legiteem8/7b01a221-444c-426c-86ba-f2cea6dfa81e-20230415184939%40blurHash%3DSk5IbnZib3VfRCwtXV93fA%3D%3D.jpeg,0
520,Tee Swing,L8-59m0w78,500,https://s3.amazonaws.com/com.images.legiteem8/4fc87be8-c0b0-4d18-b70f-6c953ab80c33-20230415221953%40blurHash%3DSjZEU3Q5JUx9cGpzMDBqcw%3D%3D.jpeg,1
521,Oneita,L8-1ukt789,350,https://s3.amazonaws.com/com.images.legiteem8/70f8637f-2b17-4a48-a1ac-a960b7da628a-2023041603555%40blurHash%3DSk5JRS03Uk5%2BVyUyJWhSKg%3D%3D.jpeg,1
522,Screen Stars,L8-4lrcrn6,175,https://s3.amazonaws.com/com.images.legiteem8/8f7f0979-d0b2-4dd0-be95-bcdc731aadf4-20230415213059%40blurHash%3DSjZKUkVnMDB%2BQn5wMDBXWg%3D%3D.jpeg,0
523,Fruit of the Loom Best,L8-1edp9f6,100,https://s3.amazonaws.com/com.images.legiteem8/d030f69a-6dce-4b37-b147-bf08f3fa7f4e-2023041323282%40blurHash%3DSjA3Xm9UYl0wMDlaMDBNZQ%3D%3D.jpeg,1
524,Michael Jordan Rap Tee Shirt,L8-qr6j7lv,250,https://s3.amazonaws.com/com.images.legiteem8/92b9b81b-506c-442b-bebd-6ea582ca4e5b-20230412163854%40blurHash%3DSjFEUzpwMDB%2BTH5CMDBfMg%3D%3D.jpeg,1
525,Hanes Heavyweight,L8-eh75u5l,1500,https://s3.amazonaws.com/com.images.legiteem8/262d9632-1d2c-44fb-ada3-2f4ccee23c1c-2023041592142%40blurHash%3DSjdJWHoxOUQ4fEQrMDBfTg%3D%3D.jpeg,1
526,Ozzy Osbourne No More Tears,L8-l54pb9i,125,https://s3.amazonaws.com/com.images.legiteem8/583cc64e-e31d-49e2-8e04-1ecee1f38468-20230417174616%40blurHash%3DSkpCV1NpYmN%2BOXhdfT9vIw%3D%3D.jpeg,1
527,Factory Artwear,L8-0i934eo,75,https://s3.amazonaws.com/com.images.legiteem8/7d2fba21-667e-45c3-8c70-cab8ce1e187a-20230416194650.jpeg,1
528,Liquid Blue,L8-cfrdh2t,350,https://s3.amazonaws.com/com.images.legiteem8/b1a32dc1-a0b2-4d67-9b44-63702d6ab1f6-20230411221627%40blurHash%3DSklLSkpTeFcxOUlhdWZzKg%3D%3D.jpeg,1
529,college dropout,L8-vg23j0d,150,https://s3.amazonaws.com/com.images.legiteem8/158dc290-db92-44c5-b989-675b271f671f-20230420155559%40blurHash%3DSjhEMERMdFNNc29mMEdqSg%3D%3D.jpeg,1
530,Fruit of the Loom Best,L8-kqe43aq,400,https://s3.amazonaws.com/com.images.legiteem8/469f68f5-50af-428f-b968-240ee996d3f2-20230422185030%40blurHash%3DSjNGJENUMDBfTUUzMDB0UQ%3D%3D.jpeg,1
531,Tupac/Biggie Memorial,L8-4tqsbcl,500,https://s3.amazonaws.com/com.images.legiteem8/1ff07a22-313c-4dd1-a5f2-8c54bbdea1eb-20230422192112.jpeg,1
532,nirvana,L8-5k4avbe,150,https://s3.amazonaws.com/com.images.legiteem8/73e425da-62fa-4671-83c8-aefb0f2685c4-2023042205528%40blurHash%3DSklEbFdqflc0LkQlI2stcA%3D%3D.jpeg,1
533,Metallica ,L8-9oon5hj,300,https://s3.amazonaws.com/com.images.legiteem8/8b932323-07ed-42d6-b903-a30115726421-2023042123445%40blurHash%3DSjFBLGddflYwMElVQ2dKNg%3D%3D.jpeg,0
534,Giant,L8-r0tff7r,150,https://s3.amazonaws.com/com.images.legiteem8/fc3c7805-8891-4fb4-b477-6e87fd344055-202304230511%40blurHash%3DSjE4cFtjfm9%2BcX5VOUVNYg%3D%3D.jpeg,1
535,Fruit of the Loom,L8-k6k3o1f,50,https://s3.amazonaws.com/com.images.legiteem8/ee8a93ce-d4db-4ea7-a92b-4336aa964151-20230422195348%40blurHash%3DSldDc2FMXmh%2BVD9GLVAlMQ%3D%3D.jpeg,1
536,Stedman Super Hi-Cru,L8-ahun3r6,350,https://s3.amazonaws.com/com.images.legiteem8/8dfb4337-a786-4a51-9b0a-7e24c1966807-202304170657%40blurHash%3DSkZJI2xifnAtcWEjMDB4dQ%3D%3D.jpeg,1
537,snoop dogg,L8-rddoilj,400,https://s3.amazonaws.com/com.images.legiteem8/8fa714c4-43bb-42e3-a2e6-babaa3828a54-202304241515%40blurHash%3DSlNEdXVTUiokI2p1fjlrQg%3D%3D.jpeg,1
538,kurtis blow,L8-vcmf19s,100,https://s3.amazonaws.com/com.images.legiteem8/e4736da5-fcc8-4b64-b442-f6f0016378dd-2023042412149%40blurHash%3DSlVFe0M4cyx%2BcHhhflZ0Ng%3D%3D.jpeg,1
539,Screen Stars,L8-9j8pht8,700,https://s3.amazonaws.com/com.images.legiteem8/cf09b8a6-67af-4bff-a2c4-b085561ee2a1-2023042445347%40blurHash%3DSlhMfCtELTpfTWZoTXdvSg%3D%3D.jpeg,1
540,90s akira tee,L8-qb2rv8u,700,https://s3.amazonaws.com/com.images.legiteem8/b1fb8d74-10f1-4d98-a1aa-5ee65f28d357-20230420184926%40blurHash%3DSk5BK11YdDZ9QHh0XlB4YQ%3D%3D.jpeg,1
541,Winterland,L8-ibnh64b,250,https://s3.amazonaws.com/com.images.legiteem8/47948871-b76b-4fbc-82d8-545046bb3830-2023042002533%40blurHash%3DSjJHYXFUKkowMDAwMDAtbw%3D%3D.jpeg,1
542,Fruit of the Loom,L8-3ghkfvn,375,https://s3.amazonaws.com/com.images.legiteem8/4a593947-18e3-4553-83c5-040eead7171d-2023042543440%40blurHash%3DSk5KSDpjP14wME1fMDBJQQ%3D%3D.jpeg,1
543,Giant,L8-t6s0474,530,https://s3.amazonaws.com/com.images.legiteem8/ebe3dcc3-10c4-409c-8974-7bc50b00904c-20230425211147.jpeg,1
544,Hanes,L8-wtfukdr,500,https://s3.amazonaws.com/com.images.legiteem8/981acec1-dcee-4d15-91a4-0e37b878b92d-20230425222339%40blurHash%3DSk5BbWUjflZ0N29mUk9hZA%3D%3D.jpeg,1
545,Hanes Heavyweight,L8-m1vlj4w,150,https://s3.amazonaws.com/com.images.legiteem8/ad342447-e28a-4f27-835d-1bfe4d168aac-20230426185613%40blurHash%3DSkFBS2RaJWdIWFZAflh4dg%3D%3D.jpeg,1
546,BackStage Pass,L8-m2ndea1,500,https://s3.amazonaws.com/com.images.legiteem8/ad8f4e32-27fb-41cc-9bde-385217e17b03-20230427162222%40blurHash%3DSkE5QGhzdDdfNG9nNG1XQg%3D%3D.jpeg,1
547,Screen Stars,L8-d167u99,300,https://s3.amazonaws.com/com.images.legiteem8/efb925e0-b4a4-4d7e-9048-6f5b3cd9c78a-20230428201057%40blurHash%3DSjRKdURmXzN%2Bbnh2RCRNew%3D%3D.jpeg,1
548,iron maiden,L8-iivfjj3,30,https://s3.amazonaws.com/com.images.legiteem8/94a9a121-6a24-434c-ba4f-a7867bb62eff-20230408233847%40blurHash%3DSm9LMTJkeGF%2BcW9mS09hfQ%3D%3D.jpeg,1
549,Mars Attacks! Cast&Crew 96,L8-ckv7gvv,150,https://s3.amazonaws.com/com.images.legiteem8/2ae49c40-96af-40df-bfc7-09a7942eb219-20230430194717%40blurHash%3DSjlLbXFfeGN9dCQsfld4dw%3D%3D.jpeg,1
550,Hanes Beefy T,L8-fai4gws,200,https://s3.amazonaws.com/com.images.legiteem8/be339fc2-5019-401f-8343-99e275e46acd-2023050102831%40blurHash%3DSlBKJE9NdDdfNHQ4ckJvZg%3D%3D.jpeg,1
551,'92 Nirvana Nevermind Promo,L8-k6iva5b,300,https://s3.amazonaws.com/com.images.legiteem8/34d3f12d-d405-499a-8ffa-5fadd95bd6b7-2023050116299.jpeg,0
552,Brockum Collection (The),L8-8idpnrc,100,https://s3.amazonaws.com/com.images.legiteem8/1f678738-5cef-4e50-a2cf-9cdc13c19971-20230430134917%40blurHash%3DSk5BXXtMeHV%2BVnQ3LVVqQA%3D%3D.jpeg,1
553,Wright�s,L8-nc2f78w,100,https://s3.amazonaws.com/com.images.legiteem8/c1e1f8aa-a50e-4873-ba6a-1af96248e02a-20230426233517%40blurHash%3DSkRJI0RVMDBIPz92fUBfTg%3D%3D.jpeg,1
554,Warner Bros,L8-jawj9g0,300,https://s3.amazonaws.com/com.images.legiteem8/66fdda36-17c1-4e21-9d30-ef4a7ec93cb3-2023050219455%40blurHash%3DSkpMVyV7XzJ%2Bbm5oTX5rQw%3D%3D.jpeg,1
555,Euro (Generic) ,L8-6s57rsl,800,https://s3.amazonaws.com/com.images.legiteem8/8eaeebb0-4f29-4e2d-9ab6-618e701625f7-20230503173737%40blurHash%3DSjlEbE5CfUAwejl1MDB3Sg%3D%3D.jpeg,1
556,Bay Club,L8-0plncbl,800,https://s3.amazonaws.com/com.images.legiteem8/dab28bfe-b990-4ed7-a834-7b26fae3b35f-20230503224741%40blurHash%3DSlNESkk7LVZ%2BQi1VLEIkJQ%3D%3D.jpeg,1
557,Wild Oats,L8-mlwj4f6,170,https://s3.amazonaws.com/com.images.legiteem8/def51cb8-4ed3-4d64-b421-075c8ee356e6-2023050322153%40blurHash%3DSmJHdWdyalt%2BcGpbflZqWw%3D%3D.jpeg,1
558,Screen Stars,L8-jfbinpf,30,https://s3.amazonaws.com/com.images.legiteem8/7dd6e8ee-eb97-485c-a95d-be68108b89eb-20230426221010%40blurHash%3DSjVKUkhxflYwMDliMDA5Rw%3D%3D.jpeg,1
559,Gildan,L8-58n9rsc,20,https://s3.amazonaws.com/com.images.legiteem8/e52e51d5-226e-4340-bd2e-2244dee69003-2023050495632%40blurHash%3DSjY4RV9HKjBpXmFlMDBSag%3D%3D.jpeg,1
560,White House,L8-l6fdneu,625,https://s3.amazonaws.com/com.images.legiteem8/96bf749e-c7eb-4729-ad02-38c24bde2b21-20230504231329%40blurHash%3DSklLbjNxLlJ4XVZYKjBiSQ%3D%3D.jpeg,1
561,Gildan,L8-vm61h05,40,https://s3.amazonaws.com/com.images.legiteem8/1055afee-f5f2-415b-a59e-a4cb03d2ebe4-20230504191253.jpeg,1
562,AAA,L8-qjtjshv,40,https://s3.amazonaws.com/com.images.legiteem8/86b6bece-1cf4-461a-8ecb-4001bbd6585f-20230504184223%40blurHash%3DSlBEbGYsfkJiXko3OVpORw%3D%3D.jpeg,1
563,Winterland,L8-b7vaida,800,https://s3.amazonaws.com/com.images.legiteem8/4b8a4725-d176-4db8-9925-cb9a249a3d4b-20230427173242%40blurHash%3DSjhFQ2dAXzRJVklVMDBEJA%3D%3D.jpeg,1
564,GEM,L8-wkht4eh,150,https://s3.amazonaws.com/com.images.legiteem8/b7b686b5-9afa-4efc-919a-2432572608cc-2023050601313%40blurHash%3DSkZGRjg2fVguOUpTRTAwZw%3D%3D.jpeg,1
565,Screen Stars,L8-sssi27q,400,https://s3.amazonaws.com/com.images.legiteem8/0a1cda0d-63cb-4255-abcd-bede12f2abbf-2023050663138%40blurHash%3DSjRJRUBKfnBdeyVMMDBvZw%3D%3D.jpeg,1
566,Screen Stars,L8-ctlulae,350,https://s3.amazonaws.com/com.images.legiteem8/cf23d46d-943c-4d78-8b09-74d05e064105-2023050620440%40blurHash%3DSjZDP0p0MDMxQi1pLTZJcg%3D%3D.jpeg,1
567,Hanes Heavyweight,L8-peiqcpu,375,https://s3.amazonaws.com/com.images.legiteem8/97a854aa-17f7-4455-a41b-ae487e32c7a3-20230504214111%40blurHash%3DSkdESnhNP3dLbk19OWViSg%3D%3D.jpeg,1
568,90s Nirvana Bleach,L8-77q57kq,60,https://s3.amazonaws.com/com.images.legiteem8/25228cd7-2f57-4a09-ab00-074cd0373e7b-20230506162915%40blurHash%3DSjlHbDA2dDd%2BVnh1JU14dQ%3D%3D.jpeg,1
569,Screen Stars Best,L8-kweh1ta,330,https://s3.amazonaws.com/com.images.legiteem8/278d7c38-8cda-4225-8c8a-1ae0e35accf9-20230507211328%40blurHash%3DSmhLQStNYXkuQW9ldG5hfQ%3D%3D.jpeg,1
570,Universal Studios,L8-uwws6f7,75,https://s3.amazonaws.com/com.images.legiteem8/dc7d4cdf-62af-490d-9b08-cfbe5d2c1e0e-2023050764924%40blurHash%3DSkRDNV4sOVp8c2JhVXUlTA%3D%3D.jpeg,1
571,Fruit of the Loom,L8-6nb0j01,1500,https://s3.amazonaws.com/com.images.legiteem8/23c02f00-8d48-4333-9b66-bd4266569d7a-2023051043734%40blurHash%3DSjVGNX5yMDBQRS06MEctTw%3D%3D.jpeg,1
572,Sof Tee ,L8-fvlru27,2600,https://s3.amazonaws.com/com.images.legiteem8/a9999a3c-e428-41c7-9fa9-618d04108e40-20230509155935.jpeg,1
573,The Damned,L8-gka1h15,175,https://s3.amazonaws.com/com.images.legiteem8/cdef04bb-cd24-42c2-81f6-68b6ac43f106-2023050611938%40blurHash%3DSk5IZWFyOUZ%2BVCVNXiRSag%3D%3D.jpeg,1
574,Fruit of the Loom,L8-1b8v2kn,80,https://s3.amazonaws.com/com.images.legiteem8/bd62f24a-3a08-41dd-a545-3d2170bfe3b1-2023051053619%40blurHash%3DSkdEdXVYfXJUS0UkME1JcA%3D%3D.jpeg,1
575,2005 dr dre death row records tee,L8-tjk02s6,150,https://s3.amazonaws.com/com.images.legiteem8/4dab01a1-5cbb-4f79-af12-cd83c6ef670f-202305129288%40blurHash%3DSlpJcT1XYWVUMGpzX05vZg%3D%3D.jpeg,1
576,90s public enemy tee,L8-pi4p8vq,200,https://s3.amazonaws.com/com.images.legiteem8/a30260cd-e36e-4afb-910e-0db1968ead8c-2023051192343%40blurHash%3DSkVFVSN%2BfUBCVkk6MDE5YQ%3D%3D.jpeg,1
577,Giant,L8-i90wrbv,200,https://s3.amazonaws.com/com.images.legiteem8/e1dc99ac-98ee-46c2-a3f1-6eec7a8254b7-202305123226%40blurHash%3DSj9Ka1dJb2Z%2BcW9mP2JvZg%3D%3D.jpeg,1
578,Mosquitohead,L8-3dmto88,250,https://s3.amazonaws.com/com.images.legiteem8/0711b3b2-6882-4d0f-9262-a8b92e01001d-2023051017218%40blurHash%3DSklFQzhAXmlFMTlfflhOSA%3D%3D.jpeg,1
579,Hanes,L8-f360j1f,250,https://s3.amazonaws.com/com.images.legiteem8/b7690f2c-d484-47a2-8e4e-8c641839f5cb-20230512202725%40blurHash%3DSjdEOWskeFUwMDQ6U3J%2BcQ%3D%3D.jpeg,1
580,Euro (Generic) ,L8-w1odac9,2500,https://s3.amazonaws.com/com.images.legiteem8/dacc8acb-13c3-437d-ab5c-97a172c252cd-20230513164836%40blurHash%3DSlJKQF1dSVV%2BcCVNSUJWQA%3D%3D.jpeg,1
581,Fruit of the Loom,L8-cwmhrhs,3200,https://s3.amazonaws.com/com.images.legiteem8/be62a581-6a9a-457b-b22e-1d17249e7911-20230512191056.jpeg,1
582,Hanes Heavyweight,L8-7khocdq,300,https://s3.amazonaws.com/com.images.legiteem8/631fc777-7232-4424-a295-b17c64e7ef18-202305147376%40blurHash%3DSjNLS3s2P14wMHhhMDBKQw%3D%3D.jpeg,1
583,Pure,L8-ilb75a0,400,https://s3.amazonaws.com/com.images.legiteem8/c901f066-9626-4a9f-a804-903aafef6b2f-20230515133526%40blurHash%3DSmRGc2lmZjZ0U29nJSVqXQ%3D%3D.jpeg,1
584,Hanes,L8-tvc78wa,50,https://s3.amazonaws.com/com.images.legiteem8/9d6b4ffb-9571-4953-858f-e802c5c5df49-20230512201821%40blurHash%3DSjZJfSpFUmlSTlJpfldzOg%3D%3D.jpeg,1
